run_id,learning_rate,seed,best_epoch,last_epoch,early_stopped,hit_epoch_cap,train_rmse,train_mae,validation_rmse,validation_mae,runtime_seconds,checkpoint,validation_macro_drug_rmse,validation_macro_drug_mae,validation_median_defined_drug_spearman,spearman_eligible_drugs,spearman_defined_drugs,selected_learning_rate
lr_1e-03_seed_17,0.001,17,1,11,True,False,1.1526725221298575,0.86481458197404804,1.364610509712,1.0364564939358802,29.768472599971574,results/checkpoints/mlp_lr_1e-03_seed_17.pt,1.3507857787940725,1.0651658987476598,0.54650863065587352,136,136,False
lr_1e-03_seed_29,0.001,29,1,11,True,False,1.1668765965520829,0.87492057931246092,1.3331183549419703,1.0112893713708364,34.151643199962564,results/checkpoints/mlp_lr_1e-03_seed_29.pt,1.307640359346232,1.0306658494348653,0.53232860164043228,136,136,False
lr_1e-03_seed_43,0.001,43,1,11,True,False,1.1628685911615282,0.87491213807620805,1.3555213739979222,1.0321768726484437,32.068375200033188,results/checkpoints/mlp_lr_1e-03_seed_43.pt,1.3524652624969344,1.0684716336780682,0.53629533477489622,136,136,False
lr_3e-04_seed_17,0.00029999999999999997,17,3,13,True,False,1.0510108871156796,0.78115815725828552,1.3277661732392596,1.0009201292049872,36.714893399970606,results/checkpoints/mlp_lr_3e-04_seed_17.pt,1.3244620274148322,1.0356706390118768,0.54785646692149204,136,136,True
lr_3e-04_seed_29,0.00029999999999999997,29,4,14,True,False,1.0000286508933345,0.74789892724967699,1.3392881973526551,1.0148978848262948,41.012851599953137,results/checkpoints/mlp_lr_3e-04_seed_29.pt,1.334012221999112,1.0496358558779397,0.54364898858374433,136,136,True
lr_3e-04_seed_43,0.00029999999999999997,43,4,14,True,False,0.98985115697821691,0.74350238196072671,1.3278140196198551,1.0106811989797662,46.261974899971392,results/checkpoints/mlp_lr_3e-04_seed_43.pt,1.333434017763951,1.0461540721008409,0.51927559036171178,136,136,True
