run_id,seed,epoch,train_batch_mse,train_eval_rmse,train_eval_mae,validation_rmse,validation_mae,best_epoch_so_far
gnn_seed_29,29,3,6.9818872591016943,2.6133941856813134,2.007562744931815,2.6725637619595455,2.1153694244078318,3
gnn_seed_29,29,4,6.7939720757218707,2.5781382574572436,1.9740295368804812,2.6353743900768674,2.0750659397512732,4
gnn_seed_29,29,5,6.5964534347186268,2.5322786099764727,1.932026182930646,2.5839900475445012,2.0240707031410294,5
gnn_seed_29,29,6,6.1794773174496234,2.4232101495546261,1.8969015811064789,2.5256341699157407,2.023068891555277,6
gnn_seed_29,29,7,5.641525274773719,2.3162631247815861,1.7793290611694366,2.3920645772028801,1.874030266551441,7
gnn_seed_29,29,8,5.2996851848421782,2.249580554806204,1.7076145873586182,2.316264796902654,1.7942262914301752,8
gnn_seed_29,29,9,4.9868552072798424,2.1713326784631604,1.6729143533216189,2.2899000367654958,1.7981634327000262,9
gnn_seed_29,29,10,4.5726054630605253,2.0807420608657976,1.617892600946637,2.2427867865782125,1.7754674080600266,10
gnn_seed_29,29,11,4.1658174877368381,1.965308795680097,1.4820803006477858,2.0710834382217396,1.6004713431348105,11
gnn_seed_29,29,12,3.9023310219839247,1.9225214981695689,1.43594704957139,1.996747004182966,1.5326820897155466,12
gnn_seed_29,29,13,3.5974094031268931,1.79830137364634,1.3780613005784923,1.9840623950958021,1.5579137616694576,13
gnn_seed_29,29,14,3.3346379384218099,1.7720092124668285,1.3290562281689051,1.8697478117835857,1.4401871932686199,14
gnn_seed_29,29,15,3.2105066825416424,1.7331247796634375,1.322799537044586,1.8807707672006078,1.4699269145719089,14
gnn_seed_29,29,16,3.1345949609946353,1.6816279552257201,1.2798859927238952,1.8636740374037499,1.4531568442220926,16
gnn_seed_29,29,17,2.9245549498883077,1.685896991780572,1.3118912296321306,1.9956446532778496,1.5877714617234158,16
gnn_seed_29,29,18,2.9558729210170736,1.6419828436049018,1.2654475581687723,1.9248652453915387,1.5181030027494828,16
gnn_seed_29,29,19,2.8830877142695517,1.6169463790045584,1.2368020958975012,1.8556706762079014,1.4552364167903655,19
gnn_seed_29,29,20,2.7768563036363401,1.6042593575649429,1.229891995194724,1.8763158649360652,1.4764622845034505,19
gnn_seed_29,29,21,2.8094577908318321,1.6156500697878309,1.2539533319802449,1.9195651126144995,1.5248310062866532,19
gnn_seed_29,29,22,2.7310931854542146,1.5941587402782349,1.2137893348906106,1.8138069256725435,1.4192028210925451,22
gnn_seed_29,29,23,2.6881025677734272,1.585171369273064,1.2048222212198749,1.7921035773542027,1.4021545420092838,23
gnn_seed_29,29,24,2.6914970821693447,1.6108319824662347,1.2521397483414904,1.9690976292692808,1.5720314204374271,23
gnn_seed_29,29,25,2.675709924680576,1.6189985452764628,1.2659629982712506,1.9965702162761765,1.6017207862736522,23
gnn_seed_29,29,26,2.618874784287418,1.5572305792199597,1.1897474972495963,1.8081230312105125,1.4210723698667642,23
gnn_seed_29,29,27,2.6024867999737493,1.5486136350157114,1.180263430873812,1.8032414715932041,1.4154556787935133,23
gnn_seed_29,29,28,2.5612445309153715,1.5535578965477432,1.1997192122281686,1.8813696397445301,1.4947536185095751,23
gnn_seed_29,29,29,2.5518171599497919,1.542472023839373,1.1879699242425545,1.8647957880206607,1.4767258533154204,23
gnn_seed_29,29,30,2.5614976460502752,1.5861019327203902,1.2012447931141319,1.7383625065937374,1.3552087036646763,30
gnn_seed_29,29,31,2.5362204191321052,1.5587219879066492,1.2118638765731014,1.9279825307793699,1.5400921135435757,30
gnn_seed_29,29,32,2.602250195770996,1.5342922583218894,1.1679225480417388,1.7628221817297089,1.3829936886602583,30
gnn_seed_29,29,33,2.5020967520864525,1.515816607405418,1.1639977718117911,1.8197922033184382,1.4393049003887934,30
gnn_seed_29,29,34,2.4686593194586974,1.5088829307539993,1.157476638550301,1.81222454992676,1.4307013465353273,30
gnn_seed_29,29,35,2.4623839517621482,1.5453983407448513,1.2069072258944777,1.9336588116477045,1.5523994257577296,30
gnn_seed_29,29,36,2.4450653507358062,1.505556768047803,1.1454835144044981,1.7501434329816361,1.3726093472125707,30
gnn_seed_29,29,37,2.4446743626994678,1.5449632446171966,1.2069703938757492,1.9430329961647574,1.5610454797927109,30
gnn_seed_29,29,38,2.4162703486120938,1.5118318041664933,1.1471287352813577,1.7198084075382081,1.3451778891470987,38
gnn_seed_29,29,39,2.5145834849280679,1.5649608019550212,1.2308962210230447,1.9906750782735143,1.6098049483920802,38
gnn_seed_29,29,40,2.4398454361613942,1.492613314325022,1.1529188577950717,1.8338547135963978,1.4593504108750406,38
gnn_seed_29,29,41,2.3666918801772181,1.4794346637321372,1.1333324841155548,1.779609330208024,1.405655880760083,38
gnn_seed_29,29,42,2.3426069232440883,1.5278881590946574,1.15588059367536,1.6956841531381961,1.3231164690668682,42
gnn_seed_29,29,43,2.3425629326039461,1.4937424049990597,1.1368091849869899,1.7177621815730195,1.3477561275459307,42
gnn_seed_29,29,44,2.3738464295306705,1.4737910185061616,1.1358254701633097,1.8180692056632901,1.4458151664527572,42
gnn_seed_29,29,45,2.3420176006208329,1.5006465630110464,1.1629192229755863,1.8915304138326057,1.509990960102394,42
gnn_seed_29,29,46,2.3716077949713448,1.4704828067465401,1.1206322482081374,1.7308023363485181,1.3600643094795328,42
gnn_seed_29,29,47,2.2991590159024295,1.4615395497108303,1.1256036233819171,1.7896856975145035,1.4205236560436783,42
gnn_seed_29,29,48,2.2989736197421538,1.4575484672056351,1.1226944772964003,1.7968060304871158,1.4262779139797943,42
gnn_seed_29,29,49,2.2962566434775935,1.4503968288256879,1.1127646951158643,1.7587844070660632,1.3915906745314028,42
gnn_seed_29,29,50,2.2821699158697122,1.490872923178636,1.1613106422898798,1.9054670278982873,1.5283667666341731,42
gnn_seed_29,29,51,2.3951351140611998,1.4780615181984009,1.1276391104752554,1.7040193086287392,1.3397478920979746,42
gnn_seed_29,29,52,2.2591436560815459,1.5115322166740199,1.1877186986121062,1.9524489304868486,1.5779672601867829,42
gnn_seed_43,43,1,10.738156098701731,2.7756136076759361,2.0754532667128212,2.7375482808871698,2.1176346635767467,1
gnn_seed_43,43,2,7.4215738297373788,2.6643029123131239,2.0302430399232252,2.7155242474002437,2.1518203304374977,2
gnn_seed_43,43,3,6.9938506230143815,2.6105913092788144,2.0007461356087384,2.6833400289055747,2.1324253602415113,3
gnn_seed_43,43,4,6.7431879946606337,2.5654138062894494,1.9619920924536007,2.6340118883504888,2.0827436800818067,4
gnn_seed_43,43,5,6.5162316287189874,2.5164145773325441,1.9263944684649938,2.5881949628421257,2.0429826484492444,5
gnn_seed_43,43,6,6.1360801619315355,2.3901460750990613,1.8328126051370852,2.4652863064605377,1.9466207371064963,6
gnn_seed_43,43,7,5.5648013688124065,2.3530227812397322,1.8614811155544184,2.5419653179801323,2.0613516086694266,6
gnn_seed_43,43,8,5.2305871746177885,2.2266442644887308,1.723059490258676,2.3766502618510388,1.8877515024672853,8
gnn_seed_43,43,9,4.8197220971220203,2.1214904526969418,1.6483668266711491,2.2959253409006157,1.8288234424271779,9
gnn_seed_43,43,10,4.3322801026002562,1.9963506704836147,1.4994024477780894,2.0769383323669408,1.607506002977384,10
gnn_seed_43,43,11,3.8973185541154565,1.9009912482185616,1.429328569545449,1.999457993951371,1.5511283268139111,11
gnn_seed_43,43,12,3.6289615247298297,1.8164565579099277,1.384682145261694,1.9918553760559217,1.5634206270673419,12
gnn_seed_43,43,13,3.4264341360395272,1.7738677694980056,1.3627980412862659,1.9909235890467898,1.5700205781870193,13
gnn_seed_43,43,14,3.2519694743715548,1.7398534579950238,1.3092392522344924,1.8957144110290001,1.4706743846702759,14
gnn_seed_43,43,15,3.1311110212205366,1.7023126857303859,1.2925620495122823,1.9058310886117944,1.4901103119478176,14
gnn_seed_43,43,16,3.0419035845775531,1.6776464435737166,1.274007674715016,1.889134928875613,1.4784140639093963,16
gnn_seed_43,43,17,2.9986051083416427,1.7216808838386175,1.2841607015522434,1.8092104380404526,1.3923770592684106,17
gnn_seed_43,43,18,2.9295860607802346,1.6299032824488713,1.2379393202466014,1.8944719930879892,1.4866125202356055,17
gnn_seed_43,43,19,2.8731925100879478,1.6388647112555332,1.2394084579072362,1.8241282304599491,1.4240636412125782,17
gnn_seed_43,43,20,2.7742848530674107,1.6079389422933839,1.22587088437571,1.90606794723194,1.4993119407941791,17
gnn_seed_43,43,21,2.7699767192505553,1.6120564754354394,1.2140283796881921,1.8056143496508108,1.4056078017048148,21
gnn_seed_43,43,22,2.7510174849205384,1.6096799509091526,1.2443860481704685,1.9682518257681159,1.5690894636402808,21
gnn_seed_43,43,23,2.6729193328002805,1.5808725482108086,1.1888906362464153,1.7873088761531228,1.3918593105189874,23
gnn_seed_43,43,24,2.6852728478272394,1.5781725192910645,1.1854243631258345,1.7770498796556533,1.3824602970904165,24
gnn_seed_43,43,25,2.6068416068839748,1.5589505019117664,1.1720663737947499,1.7805480192351135,1.3883044241333256,24
gnn_seed_43,43,26,2.5730372844748901,1.544811662076748,1.1646437269642684,1.7905706262620791,1.4007708370995893,24
gnn_seed_43,43,27,2.564959774055215,1.5628308748168256,1.2086418551717266,1.9422792416627468,1.5526509377646014,24
gnn_seed_43,43,28,2.549076608775894,1.5368675350660619,1.1770862028807685,1.8774591048224725,1.4876073182582499,24
gnn_seed_43,43,29,2.6135615928453517,1.5342973029133509,1.1643423497566454,1.7857079814075447,1.4004150041071295,24
gnn_seed_43,43,30,2.5294749079388024,1.5325040236540917,1.1846041865871064,1.8981728156762807,1.5147803408263767,24
gnn_seed_43,43,31,2.4577676699889546,1.5109208008163777,1.1476440263058159,1.779651190569203,1.3992679467458888,24
gnn_seed_43,43,32,2.4455765404148084,1.5039705936555949,1.1485796028773962,1.802820153211502,1.4272311812512568,24
gnn_seed_43,43,33,2.4236045382816491,1.5093054247170836,1.164294198754857,1.8807803045361098,1.4990617624371176,24
gnn_seed_43,43,34,2.4147573458974287,1.5142342342070696,1.1455024398778497,1.728264608726729,1.3536495273413722,34
gnn_seed_43,43,35,2.3940414662349663,1.4826072327388788,1.1385521432470591,1.8068177934695051,1.433755691042349,34
gnn_seed_43,43,36,2.3706711872694872,1.5461551518068866,1.1685392208108847,1.6899422600582874,1.3206586279067132,36
gnn_seed_43,43,37,2.4235838777044414,1.4784058530665318,1.1238610874828767,1.7366484240024291,1.3670827813188293,36
gnn_seed_43,43,38,2.3517145941785649,1.4697437722188198,1.1387937152321461,1.8293926325906988,1.463104519037858,36
gnn_seed_43,43,39,2.3125825870906924,1.4674170869068557,1.1174505116601663,1.7177562143709242,1.3538466313373487,36
gnn_seed_43,43,40,2.2878197606017858,1.4486422222629138,1.1142184591680868,1.7726543701710624,1.4082664603576418,36
gnn_seed_43,43,41,2.2768356709552915,1.4446672068267827,1.1041794292097964,1.7418455739184051,1.3753251746528707,36
gnn_seed_43,43,42,2.27225889988248,1.4502020016715917,1.1254896714709084,1.8469302215319536,1.4773999311921582,36
gnn_seed_43,43,43,2.2366444248240862,1.4401373621292617,1.1126666775344243,1.8216738185963395,1.4526381591578295,36
gnn_seed_43,43,44,2.2173246061172178,1.4252494399356237,1.0921793198064236,1.7329659038996021,1.3727310609293106,36
gnn_seed_43,43,45,2.2395742209483456,1.4574583963224517,1.1126832007392531,1.6734919591708231,1.3173166469725555,45
gnn_seed_43,43,46,2.1904097090551025,1.4154920433909537,1.0883775063237229,1.7377780663804718,1.3768532250603689,45
gnn_seed_43,43,47,2.1923914679377936,1.4234758289141012,1.0884733360644872,1.7025789170490528,1.3432610864502379,45
gnn_seed_43,43,48,2.1426800152561452,1.4045453907906336,1.0881431570561106,1.7813800211303827,1.4221977670720189,45
gnn_seed_43,43,49,2.2081468427527615,1.48021447245912,1.1356240415038252,1.6770992665619018,1.322266440855447,45
gnn_seed_43,43,50,2.145808664055898,1.4238747084910197,1.0879224369271114,1.6568401695477839,1.3059045449665918,50
gnn_seed_43,43,51,2.114260370725463,1.4190175233815976,1.0827404440642203,1.6601799156633512,1.3057307414318886,50
gnn_seed_43,43,52,2.1152494981485548,1.4255082202624501,1.1166541441999025,1.8795106067996319,1.5186981361104377,50
gnn_seed_43,43,53,2.1079269834803047,1.3919383283139384,1.0785132230376742,1.8094999701953283,1.4444615693162934,50
gnn_seed_43,43,54,2.0703179880567015,1.3753654965458071,1.0584544244047931,1.7266853909707867,1.3688355620104415,50
gnn_seed_43,43,55,2.085872492702082,1.3754885696528056,1.0621820634212036,1.7757664883756132,1.4148617378398201,50
gnn_seed_43,43,56,2.0343913924156047,1.3858535274976256,1.0767475744812218,1.8223144697349087,1.4597343558158573,50
gnn_seed_43,43,57,2.099136942045833,1.3919339050176074,1.0656435665330839,1.6524674655263016,1.3032435220645278,57
gnn_seed_43,43,58,2.0446637672877337,1.3594550648641843,1.0494714316083507,1.7335700889037819,1.3791348121459943,57
gnn_seed_43,43,59,2.0224708950941248,1.3608855323494478,1.0425049195114724,1.6815803151701354,1.3269611174197555,57
gnn_seed_43,43,60,2.1262496492343925,1.4054340713628375,1.0953909464570144,1.870064225950627,1.5037872879595968,57
gnn_seed_43,43,61,1.9998786521018348,1.3735305854761428,1.0467065213093978,1.6421746409204165,1.290650309970804,61
gnn_seed_43,43,62,2.0101313425684557,1.3848146587930779,1.0784386709580907,1.8429142637649689,1.4795569705795908,61
gnn_seed_43,43,63,2.0208888018995879,1.3747757826252047,1.0714250302231263,1.8198324975497748,1.4595906350808392,61
gnn_seed_43,43,64,1.9923572106964351,1.3396519716416915,1.0291857687606218,1.7141472080172606,1.3595808123282966,61
gnn_seed_43,43,65,1.9836632225431656,1.4333571850927131,1.1302901306469084,1.9470468059176236,1.5827353592538016,61
gnn_seed_43,43,66,2.1376329458669967,1.3494103111629088,1.0399261434707761,1.7319875159653468,1.3742824179748798,61
gnn_seed_43,43,67,2.0257269135482825,1.3569750575564927,1.0360679628787639,1.6520705037540309,1.3002596014829844,61
gnn_seed_43,43,68,2.0016641681584226,1.3338222188907312,1.024421426307629,1.7071676100966569,1.3549887115142958,61
gnn_seed_43,43,69,1.9332800153921943,1.3338703508742458,1.0272129927031588,1.7351604785535375,1.3795065650315839,61
gnn_seed_43,43,70,1.9274889764938483,1.3397510044350227,1.0185732725849339,1.644093474522621,1.2897586662866916,61
gnn_seed_43,43,71,1.9296654924879426,1.3317749485064887,1.0218418962156812,1.6783614173870449,1.3268024458102479,61
