learning_rate,runs,validation_rmse_mean,validation_rmse_sample_sd,validation_mae_mean,validation_mae_sample_sd,median_within_drug_spearman_mean,median_within_drug_spearman_sample_sd,best_epoch_min,best_epoch_max,runs_hitting_epoch_cap,runtime_seconds_sum,selected_learning_rate
0.001,3,1.3510834128839642,0.016208348995244072,1.0266409126517202,0.013465925677983579,0.53837752235706737,0.0073157319910723629,1,1,0,95.988490999967325,False
0.00029999999999999997,3,1.3316227967372567,0.0066384747694743862,1.0088330710036828,0.0071698044474194766,0.53692701528898279,0.015430661682603418,3,4,0,123.98971989989514,True
